"gene"	"adj.pval.sym_trt2"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa11154"	4.94009939032744e-14	"Mcavernosa11154"	"."	"."	"Mcavernosa11154"	"1-735[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000453"	225222	226016
"Mcavernosa17832"	1.6795997890434e-12	"Mcavernosa17832"	"."	"."	"Mcavernosa17832"	"1-828[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000661"	60641	64799
"Mcavernosa29152"	1.69648775710224e-11	"Mcavernosa29152"	"SPON1_CHICK^SPON1_CHICK^Q:35-134,H:610-712^39.42%ID^E:3e-12^RecName: Full=Spondin-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`SSPO_BOVIN^SSPO_BOVIN^Q:34-131,H:2479-2579^39.6%ID^E:2e-11^RecName: Full=SCO-spondin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`SSPO_HUMAN^SSPO_HUMAN^Q:34-131,H:2501-2601^38.61%ID^E:2e-11^RecName: Full=SCO-spondin {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SPON1_CHICK^SPON1_CHICK^Q:35-131,H:497-596^33.66%ID^E:2e-07^RecName: Full=Spondin-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus"	"."	"Mcavernosa29152"	"1-483[+]"	"SPON1_CHICK^SPON1_CHICK^Q:35-134,H:610-712^39.42%ID^E:3e-12^RecName: Full=Spondin-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`SSPO_BOVIN^SSPO_BOVIN^Q:34-131,H:2479-2579^39.6%ID^E:2e-11^RecName: Full=SCO-spondin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`SSPO_HUMAN^SSPO_HUMAN^Q:34-131,H:2501-2601^38.61%ID^E:2e-11^RecName: Full=SCO-spondin {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SPON1_CHICK^SPON1_CHICK^Q:35-131,H:497-596^33.66%ID^E:2e-07^RecName: Full=Spondin-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus"	"PF00090.18^TSP_1^Thrombospondin type 1 domain^39-86^E:3.2e-09`PF00090.18^TSP_1^Thrombospondin type 1 domain^94-130^E:0.013"	"sigP:1^22^0.807^YES"	"ExpAA=19.40^PredHel=1^Topology=o4-23i"	"ENOG410XQHP^Extracellular matrix protein"	"KEGG:gga:395657"	"GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0007155^biological_process^cell adhesion"	"."	"."	"."	"Sc0001437"	12000	21288
"Mcavernosa11964"	4.44168493110376e-11	"Mcavernosa11964"	"."	"."	"Mcavernosa11964"	"1-1194[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000257"	146046	149717
"Mcavernosa34760"	3.16820711203852e-10	"Mcavernosa34760"	"ANXA7_BOVIN^ANXA7_BOVIN^Q:18-81,H:151-214^57.81%ID^E:8e-18^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`ANXA7_HUMAN^ANXA7_HUMAN^Q:18-81,H:176-239^56.25%ID^E:3e-17^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ANXA7_MACFA^ANXA7_MACFA^Q:18-81,H:176-239^56.25%ID^E:4e-17^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca`ANXA7_MACFA^ANXA7_MACFA^Q:32-81,H:262-311^42%ID^E:9e-07^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca`ANXA7_HUMAN^ANXA7_HUMAN^Q:32-81,H:262-311^40%ID^E:2e-06^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ANXA7_BOVIN^ANXA7_BOVIN^Q:32-81,H:237-286^40%ID^E:6e-06^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"."	"Mcavernosa34760"	"1-2119[+]"	"ANXA7_BOVIN^ANXA7_BOVIN^Q:18-81,H:151-214^57.81%ID^E:8e-18^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`ANXA7_HUMAN^ANXA7_HUMAN^Q:18-81,H:176-239^56.25%ID^E:3e-17^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ANXA7_MACFA^ANXA7_MACFA^Q:18-81,H:176-239^56.25%ID^E:4e-17^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca`ANXA7_MACFA^ANXA7_MACFA^Q:32-81,H:262-311^42%ID^E:9e-07^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca`ANXA7_HUMAN^ANXA7_HUMAN^Q:32-81,H:262-311^40%ID^E:2e-06^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ANXA7_BOVIN^ANXA7_BOVIN^Q:32-81,H:237-286^40%ID^E:6e-06^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"PF00191.19^Annexin^Annexin^32-81^E:1.9e-16"	"."	"."	"ENOG410XPUN^annexin A7"	"KEGG:bta:533360`KO:K17095"	"GO:0042584^cellular_component^chromaffin granule membrane`GO:0005829^cellular_component^cytosol`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0005635^cellular_component^nuclear envelope`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0005544^molecular_function^calcium-dependent phospholipid binding`GO:0048306^molecular_function^calcium-dependent protein binding`GO:0042802^molecular_function^identical protein binding`GO:0005178^molecular_function^integrin binding`GO:0006914^biological_process^autophagy`GO:0008283^biological_process^cell proliferation`GO:0006874^biological_process^cellular calcium ion homeostasis`GO:0009992^biological_process^cellular water homeostasis`GO:0030855^biological_process^epithelial cell differentiation`GO:0007599^biological_process^hemostasis`GO:0010629^biological_process^negative regulation of gene expression`GO:0008360^biological_process^regulation of cell shape`GO:0009651^biological_process^response to salt stress`GO:0035176^biological_process^social behavior"	"GO:0005509^molecular_function^calcium ion binding`GO:0005544^molecular_function^calcium-dependent phospholipid binding"	"."	"."	"xfSc0000362"	7410	31339
"Mcavernosa02180"	4.71534233501738e-10	"Mcavernosa02180"	"UCHL3_PIG^UCHL3_PIG^Q:82-295,H:19-229^45.02%ID^E:4e-60^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Suina; Suidae; Sus`UCHL3_HUMAN^UCHL3_HUMAN^Q:82-295,H:19-229^45.02%ID^E:2e-59^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`UCHL3_BOVIN^UCHL3_BOVIN^Q:82-295,H:19-229^44.59%ID^E:3e-59^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"."	"Mcavernosa02180"	"1-894[+]"	"UCHL3_PIG^UCHL3_PIG^Q:82-295,H:19-229^45.02%ID^E:4e-60^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Suina; Suidae; Sus`UCHL3_HUMAN^UCHL3_HUMAN^Q:82-295,H:19-229^45.02%ID^E:2e-59^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`UCHL3_BOVIN^UCHL3_BOVIN^Q:82-295,H:19-229^44.59%ID^E:3e-59^RecName: Full=Ubiquitin carboxyl-terminal hydrolase isozyme L3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"PF01088.20^Peptidase_C12^Ubiquitin carboxyl-terminal hydrolase, family 1^79-279^E:3.7e-41"	"."	"ExpAA=21.18^PredHel=1^Topology=i21-40o"	"ENOG4111HNA^ubiquitin carboxyl-terminal"	"KEGG:ssc:768115`KO:K05609"	"GO:0005737^cellular_component^cytoplasm`GO:0004843^molecular_function^thiol-dependent ubiquitin-specific protease activity`GO:0016579^biological_process^protein deubiquitination`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process"	"GO:0004843^molecular_function^thiol-dependent ubiquitin-specific protease activity`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process`GO:0005622^cellular_component^intracellular"	"."	"."	"Sc0000072"	127846	144299
"Mcavernosa10120"	8.25852336634577e-10	"Mcavernosa10120"	"PCMD2_BOVIN^PCMD2_BOVIN^Q:1-254,H:1-255^58.43%ID^E:4e-103^RecName: Full=Protein-L-isoaspartate O-methyltransferase domain-containing protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`PCMD2_PONAB^PCMD2_PONAB^Q:1-254,H:1-255^57.65%ID^E:3e-102^RecName: Full=Protein-L-isoaspartate O-methyltransferase domain-containing protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`PCMD2_HUMAN^PCMD2_HUMAN^Q:1-254,H:1-255^57.65%ID^E:3e-102^RecName: Full=Protein-L-isoaspartate O-methyltransferase domain-containing protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa10120"	"1-855[+]"	"PCMD2_BOVIN^PCMD2_BOVIN^Q:1-254,H:1-255^58.43%ID^E:4e-103^RecName: Full=Protein-L-isoaspartate O-methyltransferase domain-containing protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`PCMD2_PONAB^PCMD2_PONAB^Q:1-254,H:1-255^57.65%ID^E:3e-102^RecName: Full=Protein-L-isoaspartate O-methyltransferase domain-containing protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo`PCMD2_HUMAN^PCMD2_HUMAN^Q:1-254,H:1-255^57.65%ID^E:3e-102^RecName: Full=Protein-L-isoaspartate O-methyltransferase domain-containing protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF01135.18^PCMT^Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)^10-221^E:3.2e-26`PF08123.12^DOT1^Histone methylation protein DOT1^68-141^E:3.8e-06`PF07525.15^SOCS_box^SOCS box^239-277^E:7.7e-11"	"."	"."	"COG2518^Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins (By similarity)"	"KEGG:bta:505807"	"GO:0005737^cellular_component^cytoplasm`GO:0004719^molecular_function^protein-L-isoaspartate (D-aspartate) O-methyltransferase activity"	"GO:0018024^molecular_function^histone-lysine N-methyltransferase activity"	"."	"."	"Sc0000494"	180952	184216
"Mcavernosa18216"	2.36440030218058e-09	"Mcavernosa18216"	"."	"."	"Mcavernosa18216"	"1-687[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000293"	203020	240767
"Mcavernosa16061"	1.1071446659102e-08	"Mcavernosa16061"	"GCY8E_DROME^GCY8E_DROME^Q:49-314,H:299-592^43.73%ID^E:2e-78^RecName: Full=Soluble guanylate cyclase 88E;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`GCYB2_HUMAN^GCYB2_HUMAN^Q:51-304,H:274-523^41.34%ID^E:1e-60^RecName: Full=Guanylate cyclase soluble subunit beta-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`GCYB2_RAT^GCYB2_RAT^Q:51-331,H:291-604^37.74%ID^E:5e-59^RecName: Full=Guanylate cyclase soluble subunit beta-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa16061"	"1-1005[+]"	"GCY8E_DROME^GCY8E_DROME^Q:49-314,H:299-592^43.73%ID^E:2e-78^RecName: Full=Soluble guanylate cyclase 88E;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`GCYB2_HUMAN^GCYB2_HUMAN^Q:51-304,H:274-523^41.34%ID^E:1e-60^RecName: Full=Guanylate cyclase soluble subunit beta-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`GCYB2_RAT^GCYB2_RAT^Q:51-331,H:291-604^37.74%ID^E:5e-59^RecName: Full=Guanylate cyclase soluble subunit beta-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"PF07701.13^HNOBA^Heme NO binding associated^40-154^E:5.1e-41`PF00211.19^Guanylate_cyc^Adenylate and Guanylate cyclase catalytic domain^165-305^E:3.1e-40"	"."	"."	"COG2114^Guanylate Cyclase"	"KEGG:dme:Dmel_CG4154`KO:K01769"	"GO:0008074^cellular_component^guanylate cyclase complex, soluble`GO:0005886^cellular_component^plasma membrane`GO:0070025^molecular_function^carbon monoxide binding`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0004383^molecular_function^guanylate cyclase activity`GO:0020037^molecular_function^heme binding`GO:0046872^molecular_function^metal ion binding`GO:0070026^molecular_function^nitric oxide binding`GO:0019825^molecular_function^oxygen binding`GO:0019826^molecular_function^oxygen sensor activity`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0006182^biological_process^cGMP biosynthetic process`GO:0035556^biological_process^intracellular signal transduction`GO:0001666^biological_process^response to hypoxia`GO:0000302^biological_process^response to reactive oxygen species`GO:0007165^biological_process^signal transduction"	"GO:0004383^molecular_function^guanylate cyclase activity`GO:0006182^biological_process^cGMP biosynthetic process`GO:0016849^molecular_function^phosphorus-oxygen lyase activity`GO:0009190^biological_process^cyclic nucleotide biosynthetic process`GO:0035556^biological_process^intracellular signal transduction"	"."	"."	"Sc0000407"	208420	215217
"Mcavernosa23911"	3.62722364157512e-08	"Mcavernosa23911"	"."	"."	"Mcavernosa23911"	"1-825[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xfSc0000112"	78982	83761
"Mcavernosa13988"	6.98563489921339e-08	"Mcavernosa13988"	"."	"."	"Mcavernosa13988"	"1-657[+]"	"."	"PF13912.5^zf-C2H2_6^C2H2-type zinc finger^6-31^E:0.0013"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000169"	50398	63792
"Mcavernosa25610"	8.06939216894191e-08	"Mcavernosa25610"	"."	"."	"Mcavernosa25610"	"1-1071[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000844"	88350	89534
"Mcavernosa11153"	1.08012601429333e-07	"Mcavernosa11153"	"PGBD4_HUMAN^PGBD4_HUMAN^Q:123-273,H:383-513^30.26%ID^E:2e-10^RecName: Full=PiggyBac transposable element-derived protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa11153"	"1-1815[+]"	"PGBD4_HUMAN^PGBD4_HUMAN^Q:123-273,H:383-513^30.26%ID^E:2e-10^RecName: Full=PiggyBac transposable element-derived protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF13843.5^DDE_Tnp_1_7^Transposase IS4^91-215^E:7.7e-14"	"."	"."	"ENOG410XVJ3^piggyBac transposable element derived 4"	"KEGG:hsa:161779"	"."	"."	"."	"."	"Sc0000453"	217573	223393
"Mcavernosa06103"	3.65534585822509e-07	"Mcavernosa06103"	"WIPI4_XENLA^WIPI4_XENLA^Q:13-355,H:1-355^63.1%ID^E:2e-162^RecName: Full=WD repeat domain phosphoinositide-interacting protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`WIPI4_DANRE^WIPI4_DANRE^Q:13-355,H:1-358^62.29%ID^E:2e-161^RecName: Full=WD repeat domain phosphoinositide-interacting protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`WIPI4_HUMAN^WIPI4_HUMAN^Q:19-355,H:9-360^62.22%ID^E:3e-159^RecName: Full=WD repeat domain phosphoinositide-interacting protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa06103"	"1-1488[+]"	"WIPI4_XENLA^WIPI4_XENLA^Q:13-355,H:1-355^63.1%ID^E:2e-162^RecName: Full=WD repeat domain phosphoinositide-interacting protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`WIPI4_DANRE^WIPI4_DANRE^Q:13-355,H:1-358^62.29%ID^E:2e-161^RecName: Full=WD repeat domain phosphoinositide-interacting protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`WIPI4_HUMAN^WIPI4_HUMAN^Q:19-355,H:9-360^62.22%ID^E:3e-159^RecName: Full=WD repeat domain phosphoinositide-interacting protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF00400.31^WD40^WD domain, G-beta repeat^244-268^E:0.026"	"."	"."	"."	"KEGG:xla:446846"	"GO:0006914^biological_process^autophagy"	"GO:0005515^molecular_function^protein binding"	"."	"."	"Sc0000135"	267930	274433
