"gene"	"adj.pval.sym"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa12819"	5.35963548358744e-25	"Mcavernosa12819"	"DYH12_HUMAN^DYH12_HUMAN^Q:19-177,H:19-175^30.91%ID^E:2e-15^RecName: Full=Dynein heavy chain 12, axonemal;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`DYH12_MOUSE^DYH12_MOUSE^Q:19-177,H:19-175^32.12%ID^E:1e-14^RecName: Full=Dynein heavy chain 12, axonemal;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`DYH12_RAT^DYH12_RAT^Q:19-171,H:19-170^30.82%ID^E:2e-13^RecName: Full=Dynein heavy chain 12, axonemal;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa12819"	"1-727[+]"	"DYH12_HUMAN^DYH12_HUMAN^Q:19-177,H:19-175^30.91%ID^E:2e-15^RecName: Full=Dynein heavy chain 12, axonemal;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`DYH12_MOUSE^DYH12_MOUSE^Q:19-177,H:19-175^32.12%ID^E:1e-14^RecName: Full=Dynein heavy chain 12, axonemal;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`DYH12_RAT^DYH12_RAT^Q:19-171,H:19-170^30.82%ID^E:2e-13^RecName: Full=Dynein heavy chain 12, axonemal;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"."	"."	"."	"KEGG:hsa:201625`KO:K10408"	"GO:0005929^cellular_component^cilium`GO:0005737^cellular_component^cytoplasm`GO:0030286^cellular_component^dynein complex`GO:0005874^cellular_component^microtubule`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0003777^molecular_function^microtubule motor activity`GO:0007018^biological_process^microtubule-based movement"	"."	"."	"."	"Sc0000146"	492750	507338
"Mcavernosa16192"	6.07045804195736e-25	"Mcavernosa16192"	"POLR_DROME^POLR_DROME^Q:368-690,H:725-1046^30.82%ID^E:2e-39^RecName: Full=Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`PO21_NASVI^PO21_NASVI^Q:368-650,H:698-972^33.45%ID^E:2e-37^RecName: Full=Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Terebrantes; Chalcidoidea; Pteromalidae; Pteromalinae; Nasonia`POLR_DROME^POLR_DROME^Q:63-366,H:277-594^29.19%ID^E:2e-29^RecName: Full=Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`PO21_BRACO^PO21_BRACO^Q:54-367,H:80-409^27.49%ID^E:2e-29^RecName: Full=Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Sciaroidea; Sciaridae; Bradysia`PO21_NASVI^PO21_NASVI^Q:130-366,H:318-568^32.02%ID^E:8e-26^RecName: Full=Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Terebrantes; Chalcidoidea; Pteromalidae; Pteromalinae; Nasonia`PO21_BRACO^PO21_BRACO^Q:368-694,H:538-864^28.31%ID^E:4e-23^RecName: Full=Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Sciaroidea; Sciaridae; Bradysia"	"."	"Mcavernosa16192"	"1-2097[+]"	"POLR_DROME^POLR_DROME^Q:368-690,H:725-1046^30.82%ID^E:2e-39^RecName: Full=Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`PO21_NASVI^PO21_NASVI^Q:368-650,H:698-972^33.45%ID^E:2e-37^RecName: Full=Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Terebrantes; Chalcidoidea; Pteromalidae; Pteromalinae; Nasonia`POLR_DROME^POLR_DROME^Q:63-366,H:277-594^29.19%ID^E:2e-29^RecName: Full=Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`PO21_BRACO^PO21_BRACO^Q:54-367,H:80-409^27.49%ID^E:2e-29^RecName: Full=Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Sciaroidea; Sciaridae; Bradysia`PO21_NASVI^PO21_NASVI^Q:130-366,H:318-568^32.02%ID^E:8e-26^RecName: Full=Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Terebrantes; Chalcidoidea; Pteromalidae; Pteromalinae; Nasonia`PO21_BRACO^PO21_BRACO^Q:368-694,H:538-864^28.31%ID^E:4e-23^RecName: Full=Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Sciaroidea; Sciaridae; Bradysia"	"PF00078.26^RVT_1^Reverse transcriptase (RNA-dependent DNA polymerase)^193-318^E:1.5e-09"	"."	"."	"."	"."	"GO:0004190^molecular_function^aspartic-type endopeptidase activity`GO:0004519^molecular_function^endonuclease activity`GO:0046872^molecular_function^metal ion binding`GO:0003676^molecular_function^nucleic acid binding`GO:0003964^molecular_function^RNA-directed DNA polymerase activity"	"."	"."	"."	"Sc0000384"	15887	18022
"Mcavernosa25610"	6.36431605073699e-25	"Mcavernosa25610"	"."	"."	"Mcavernosa25610"	"1-1071[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000844"	88350	89534
"Mcavernosa24168"	1.28022951470901e-24	"Mcavernosa24168"	"."	"."	"Mcavernosa24168"	"1-1599[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xpSc0004764"	34448	38835
"Mcavernosa08816"	4.7832641104263e-22	"Mcavernosa08816"	"."	"."	"Mcavernosa08816"	"1-657[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xfSc0000010"	215520	216869
"Mcavernosa25740"	5.47802455780887e-20	"Mcavernosa25740"	"."	"."	"Mcavernosa25740"	"1-3981[+]"	"."	"PF05585.11^DUF1758^Putative peptidase (DUF1758)^80-226^E:5.6e-11`PF05380.12^Peptidase_A17^Pao retrotransposon peptidase^496-655^E:5.3e-37`PF00665.25^rve^Integrase core domain^976-1103^E:5.2e-09"	"."	"."	"."	"."	"."	"GO:0015074^biological_process^DNA integration"	"."	"."	"Sc0000852"	68236	72564
"Mcavernosa03693"	4.03876136275997e-19	"Mcavernosa03693"	"SECG_DICDI^SECG_DICDI^Q:9-375,H:63-431^36.12%ID^E:1e-60^RecName: Full=Ankyrin repeat, PH and SEC7 domain containing protein secG;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium`ANR50_HUMAN^ANR50_HUMAN^Q:1-369,H:663-1036^32.09%ID^E:4e-58^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SECG_DICDI^SECG_DICDI^Q:5-375,H:126-497^33.87%ID^E:1e-57^RecName: Full=Ankyrin repeat, PH and SEC7 domain containing protein secG;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium`ANR50_HUMAN^ANR50_HUMAN^Q:1-369,H:500-871^33.96%ID^E:8e-57^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`Y381_RICFE^Y381_RICFE^Q:1-375,H:756-1126^31.73%ID^E:2e-55^RecName: Full=Putative ankyrin repeat protein RF_0381;^Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group`ANR50_HUMAN^ANR50_HUMAN^Q:1-369,H:734-1102^31.17%ID^E:4e-54^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ANR50_HUMAN^ANR50_HUMAN^Q:1-377,H:696-1077^32.72%ID^E:3e-53^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`Y381_RICFE^Y381_RICFE^Q:1-374,H:789-1158^30.77%ID^E:2e-48^RecName: Full=Putative ankyrin repeat protein RF_0381;^Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group`Y381_RICFE^Y381_RICFE^Q:1-374,H:624-993^30.75%ID^E:3e-48^RecName: Full=Putative ankyrin repeat protein RF_0381;^Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group`SECG_DICDI^SECG_DICDI^Q:49-376,H:36-366^33.33%ID^E:2e-46^RecName: Full=Ankyrin repeat, PH and SEC7 domain containing protein secG;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium`Y381_RICFE^Y381_RICFE^Q:7-374,H:599-960^29.62%ID^E:7e-45^RecName: Full=Putative ankyrin repeat protein RF_0381;^Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group`ANR50_HUMAN^ANR50_HUMAN^Q:63-375,H:496-844^30.48%ID^E:5e-44^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SECG_DICDI^SECG_DICDI^Q:8-339,H:195-527^30.63%ID^E:6e-42^RecName: Full=Ankyrin repeat, PH and SEC7 domain containing protein secG;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium`ANR50_HUMAN^ANR50_HUMAN^Q:129-376,H:496-746^31.23%ID^E:4e-33^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SECG_DICDI^SECG_DICDI^Q:1-141,H:387-527^27.66%ID^E:2e-09^RecName: Full=Ankyrin repeat, PH and SEC7 domain containing protein secG;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium"	"."	"Mcavernosa03693"	"1-1134[+]"	"SECG_DICDI^SECG_DICDI^Q:9-375,H:63-431^36.12%ID^E:1e-60^RecName: Full=Ankyrin repeat, PH and SEC7 domain containing protein secG;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium`ANR50_HUMAN^ANR50_HUMAN^Q:1-369,H:663-1036^32.09%ID^E:4e-58^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SECG_DICDI^SECG_DICDI^Q:5-375,H:126-497^33.87%ID^E:1e-57^RecName: Full=Ankyrin repeat, PH and SEC7 domain containing protein secG;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium`ANR50_HUMAN^ANR50_HUMAN^Q:1-369,H:500-871^33.96%ID^E:8e-57^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`Y381_RICFE^Y381_RICFE^Q:1-375,H:756-1126^31.73%ID^E:2e-55^RecName: Full=Putative ankyrin repeat protein RF_0381;^Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group`ANR50_HUMAN^ANR50_HUMAN^Q:1-369,H:734-1102^31.17%ID^E:4e-54^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ANR50_HUMAN^ANR50_HUMAN^Q:1-377,H:696-1077^32.72%ID^E:3e-53^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`Y381_RICFE^Y381_RICFE^Q:1-374,H:789-1158^30.77%ID^E:2e-48^RecName: Full=Putative ankyrin repeat protein RF_0381;^Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group`Y381_RICFE^Y381_RICFE^Q:1-374,H:624-993^30.75%ID^E:3e-48^RecName: Full=Putative ankyrin repeat protein RF_0381;^Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group`SECG_DICDI^SECG_DICDI^Q:49-376,H:36-366^33.33%ID^E:2e-46^RecName: Full=Ankyrin repeat, PH and SEC7 domain containing protein secG;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium`Y381_RICFE^Y381_RICFE^Q:7-374,H:599-960^29.62%ID^E:7e-45^RecName: Full=Putative ankyrin repeat protein RF_0381;^Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group`ANR50_HUMAN^ANR50_HUMAN^Q:63-375,H:496-844^30.48%ID^E:5e-44^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SECG_DICDI^SECG_DICDI^Q:8-339,H:195-527^30.63%ID^E:6e-42^RecName: Full=Ankyrin repeat, PH and SEC7 domain containing protein secG;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium`ANR50_HUMAN^ANR50_HUMAN^Q:129-376,H:496-746^31.23%ID^E:4e-33^RecName: Full=Ankyrin repeat domain-containing protein 50;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SECG_DICDI^SECG_DICDI^Q:1-141,H:387-527^27.66%ID^E:2e-09^RecName: Full=Ankyrin repeat, PH and SEC7 domain containing protein secG;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium"	"PF13857.5^Ank_5^Ankyrin repeats (many copies)^1-48^E:8e-08`PF13637.5^Ank_4^Ankyrin repeats (many copies)^2-35^E:5.8e-05`PF13606.5^Ank_3^Ankyrin repeat^14-42^E:1.1e-05`PF00023.29^Ank^Ankyrin repeat^14-43^E:5.7e-06`PF13857.5^Ank_5^Ankyrin repeats (many copies)^34-88^E:2.2e-07`PF12796.6^Ank_2^Ankyrin repeats (3 copies)^47-110^E:2.3e-10`PF13637.5^Ank_4^Ankyrin repeats (many copies)^49-101^E:8.2e-07`PF13606.5^Ank_3^Ankyrin repeat^80-108^E:0.00071`PF00023.29^Ank^Ankyrin repeat^80-109^E:0.00021`PF13857.5^Ank_5^Ankyrin repeats (many copies)^100-154^E:6.4e-07`PF12796.6^Ank_2^Ankyrin repeats (3 copies)^113-176^E:3.1e-11`PF13637.5^Ank_4^Ankyrin repeats (many copies)^115-167^E:2.7e-08`PF13857.5^Ank_5^Ankyrin repeats (many copies)^133-187^E:2.6e-07`PF13606.5^Ank_3^Ankyrin repeat^146-174^E:3.8e-05`PF00023.29^Ank^Ankyrin repeat^146-175^E:6.1e-06`PF13857.5^Ank_5^Ankyrin repeats (many copies)^166-220^E:1.4e-06`PF12796.6^Ank_2^Ankyrin repeats (3 copies)^179-243^E:4.2e-12`PF13637.5^Ank_4^Ankyrin repeats (many copies)^181-233^E:1.3e-08`PF13857.5^Ank_5^Ankyrin repeats (many copies)^199-249^E:2.4e-06`PF13606.5^Ank_3^Ankyrin repeat^212-240^E:1.5e-05`PF00023.29^Ank^Ankyrin repeat^212-243^E:6.1e-06`PF13637.5^Ank_4^Ankyrin repeats (many copies)^220-264^E:5.7e-06`PF13857.5^Ank_5^Ankyrin repeats (many copies)^232-286^E:3.5e-08`PF12796.6^Ank_2^Ankyrin repeats (3 copies)^245-309^E:2.4e-11`PF13637.5^Ank_4^Ankyrin repeats (many copies)^257-299^E:7.8e-06`PF13606.5^Ank_3^Ankyrin repeat^278-306^E:2.8e-05`PF00023.29^Ank^Ankyrin repeat^278-309^E:9.1e-06`PF13637.5^Ank_4^Ankyrin repeats (many copies)^286-330^E:1.5e-06`PF13857.5^Ank_5^Ankyrin repeats (many copies)^298-352^E:1.5e-08`PF12796.6^Ank_2^Ankyrin repeats (3 copies)^311-375^E:1.1e-11`PF13637.5^Ank_4^Ankyrin repeats (many copies)^313-365^E:1.2e-08`PF13606.5^Ank_3^Ankyrin repeat^344-372^E:0.00018`PF00023.29^Ank^Ankyrin repeat^344-375^E:3.9e-06"	"."	"."	"COG0666^Ankyrin Repeat`COG5307^and Sec7 domain"	"KEGG:ddi:DDB_G0287459`KO:K18441"	"GO:0005829^cellular_component^cytosol`GO:0005764^cellular_component^lysosome`GO:0005086^molecular_function^ARF guanyl-nucleotide exchange factor activity`GO:0030507^molecular_function^spectrin binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0031589^biological_process^cell-substrate adhesion`GO:0006935^biological_process^chemotaxis`GO:0043327^biological_process^chemotaxis to cAMP`GO:0031154^biological_process^culmination involved in sorocarp development`GO:0032012^biological_process^regulation of ARF protein signal transduction"	"GO:0005515^molecular_function^protein binding"	"."	"."	"Sc0000028"	928401	929534
"Mcavernosa07015"	1.11494595380044e-18	"Mcavernosa07015"	"PIWL1_MOUSE^PIWL1_MOUSE^Q:31-774,H:38-824^42.59%ID^E:0^RecName: Full=Piwi-like protein 1 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`PIWL1_HUMAN^PIWL1_HUMAN^Q:61-774,H:34-823^42.46%ID^E:0^RecName: Full=Piwi-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`PIWL1_DANRE^PIWL1_DANRE^Q:34-773,H:39-819^42.08%ID^E:0^RecName: Full=Piwi-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio"	"."	"Mcavernosa07015"	"1-2386[+]"	"PIWL1_MOUSE^PIWL1_MOUSE^Q:31-774,H:38-824^42.59%ID^E:0^RecName: Full=Piwi-like protein 1 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`PIWL1_HUMAN^PIWL1_HUMAN^Q:61-774,H:34-823^42.46%ID^E:0^RecName: Full=Piwi-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`PIWL1_DANRE^PIWL1_DANRE^Q:34-773,H:39-819^42.08%ID^E:0^RecName: Full=Piwi-like protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio"	"PF02170.21^PAZ^PAZ domain^317-378^E:3.1e-09`PF02171.16^Piwi^Piwi domain^570-774^E:4.9e-67"	"."	"."	"ENOG410XNRH^piwi-like"	"KEGG:mmu:57749`KO:K02156"	"GO:0033391^cellular_component^chromatoid body`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0097433^cellular_component^dense body`GO:0005634^cellular_component^nucleus`GO:0043186^cellular_component^P granule`GO:0004521^molecular_function^endoribonuclease activity`GO:0046872^molecular_function^metal ion binding`GO:0003729^molecular_function^mRNA binding`GO:0034584^molecular_function^piRNA binding`GO:0019901^molecular_function^protein kinase binding`GO:0003727^molecular_function^single-stranded RNA binding`GO:0031047^biological_process^gene silencing by RNA`GO:0051321^biological_process^meiotic cell cycle`GO:0007275^biological_process^multicellular organism development`GO:0010529^biological_process^negative regulation of transposition`GO:0034587^biological_process^piRNA metabolic process`GO:0006417^biological_process^regulation of translation`GO:0007286^biological_process^spermatid development`GO:0007283^biological_process^spermatogenesis`GO:0035093^biological_process^spermatogenesis, exchange of chromosomal proteins"	"GO:0005515^molecular_function^protein binding`GO:0003676^molecular_function^nucleic acid binding"	"."	"."	"Sc0000005"	598283	618756
"Mcavernosa29122"	4.22990826638467e-17	"Mcavernosa29122"	"."	"."	"Mcavernosa29122"	"1-2952[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0001428"	26701	31020
"Mcavernosa32644"	7.90141958294579e-17	"Mcavernosa32644"	"CAHM6_MOUSE^CAHM6_MOUSE^Q:17-240,H:12-227^24.58%ID^E:1e-07^RecName: Full=Calcium homeostasis modulator protein 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`CAHM5_DANRE^CAHM5_DANRE^Q:9-297,H:1-278^26.43%ID^E:2e-07^RecName: Full=Calcium homeostasis modulator protein 5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`CLHM1_CAEEL^CLHM1_CAEEL^Q:1-237,H:1-254^21.48%ID^E:4e-07^RecName: Full=Calcium homeostasis modulator protein {ECO:0000312|WormBase:C44B7.4};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis"	"."	"Mcavernosa32644"	"1-1359[+]"	"CAHM6_MOUSE^CAHM6_MOUSE^Q:17-240,H:12-227^24.58%ID^E:1e-07^RecName: Full=Calcium homeostasis modulator protein 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`CAHM5_DANRE^CAHM5_DANRE^Q:9-297,H:1-278^26.43%ID^E:2e-07^RecName: Full=Calcium homeostasis modulator protein 5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`CLHM1_CAEEL^CLHM1_CAEEL^Q:1-237,H:1-254^21.48%ID^E:4e-07^RecName: Full=Calcium homeostasis modulator protein {ECO:0000312|WormBase:C44B7.4};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis"	"PF14798.5^Ca_hom_mod^Calcium homeostasis modulator^11-247^E:3.1e-24"	"."	"ExpAA=79.36^PredHel=4^Topology=o20-39i52-74o116-133i175-194o"	"ENOG41115FT^family with sequence similarity 26, member F"	"KEGG:mmu:215900"	"GO:0005887^cellular_component^integral component of plasma membrane`GO:0005261^molecular_function^cation channel activity`GO:0034220^biological_process^ion transmembrane transport"	"."	"."	"."	"xpSc0005570"	2945	10188
