"gene"	"adj.pval.trt2"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa07274"	1.43647054718692e-05	"Mcavernosa07274"	"IMA4_MOUSE^IMA4_MOUSE^Q:1-251,H:7-255^55.56%ID^E:8e-89^RecName: Full=Importin subunit alpha-4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`IMA4_HUMAN^IMA4_HUMAN^Q:1-251,H:7-255^55.56%ID^E:9e-89^RecName: Full=Importin subunit alpha-4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`IMA5_XENLA^IMA5_XENLA^Q:2-254,H:7-260^52.76%ID^E:8e-88^RecName: Full=Importin subunit alpha-5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`IMA4_MOUSE^IMA4_MOUSE^Q:69-254,H:244-427^24.6%ID^E:2e-08^RecName: Full=Importin subunit alpha-4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`IMA4_HUMAN^IMA4_HUMAN^Q:69-254,H:244-427^24.6%ID^E:2e-08^RecName: Full=Importin subunit alpha-4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`IMA5_XENLA^IMA5_XENLA^Q:107-204,H:325-422^31.31%ID^E:6e-06^RecName: Full=Importin subunit alpha-5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`IMA5_XENLA^IMA5_XENLA^Q:119-251,H:252-383^23.53%ID^E:9e-06^RecName: Full=Importin subunit alpha-5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus"	"."	"Mcavernosa07274"	"1-843[+]"	"IMA4_MOUSE^IMA4_MOUSE^Q:1-251,H:7-255^55.56%ID^E:8e-89^RecName: Full=Importin subunit alpha-4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`IMA4_HUMAN^IMA4_HUMAN^Q:1-251,H:7-255^55.56%ID^E:9e-89^RecName: Full=Importin subunit alpha-4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`IMA5_XENLA^IMA5_XENLA^Q:2-254,H:7-260^52.76%ID^E:8e-88^RecName: Full=Importin subunit alpha-5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`IMA4_MOUSE^IMA4_MOUSE^Q:69-254,H:244-427^24.6%ID^E:2e-08^RecName: Full=Importin subunit alpha-4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`IMA4_HUMAN^IMA4_HUMAN^Q:69-254,H:244-427^24.6%ID^E:2e-08^RecName: Full=Importin subunit alpha-4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`IMA5_XENLA^IMA5_XENLA^Q:107-204,H:325-422^31.31%ID^E:6e-06^RecName: Full=Importin subunit alpha-5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`IMA5_XENLA^IMA5_XENLA^Q:119-251,H:252-383^23.53%ID^E:9e-06^RecName: Full=Importin subunit alpha-5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus"	"PF01749.19^IBB^Importin beta binding domain^5-89^E:6.5e-20`PF00514.22^Arm^Armadillo/beta-catenin-like repeat^100-140^E:1.7e-07`PF13513.5^HEAT_EZ^HEAT-like repeat^125-180^E:4.9e-08`PF00514.22^Arm^Armadillo/beta-catenin-like repeat^143-181^E:1.8e-12`PF02985.21^HEAT^HEAT repeat^155-181^E:0.001`PF00514.22^Arm^Armadillo/beta-catenin-like repeat^187-225^E:0.00024"	"."	"."	"COG5064^importin subunit alpha"	"KEGG:mmu:16648"	"GO:0005829^cellular_component^cytosol`GO:0005643^cellular_component^nuclear pore`GO:0005654^cellular_component^nucleoplasm`GO:0061608^molecular_function^nuclear import signal receptor activity`GO:0008139^molecular_function^nuclear localization sequence binding`GO:0008022^molecular_function^protein C-terminus binding`GO:0008565^molecular_function^protein transporter activity`GO:0006607^biological_process^NLS-bearing protein import into nucleus"	"GO:0061608^molecular_function^nuclear import signal receptor activity`GO:0006606^biological_process^protein import into nucleus`GO:0005515^molecular_function^protein binding"	"."	"."	"Sc0000035"	609672	623885
"Mcavernosa29581"	1.56193548258694e-05	"Mcavernosa29581"	"."	"."	"Mcavernosa29581"	"1-1503[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xpSc0004716"	15721	36553
"Mcavernosa34760"	1.86137481565785e-05	"Mcavernosa34760"	"ANXA7_BOVIN^ANXA7_BOVIN^Q:18-81,H:151-214^57.81%ID^E:8e-18^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`ANXA7_HUMAN^ANXA7_HUMAN^Q:18-81,H:176-239^56.25%ID^E:3e-17^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ANXA7_MACFA^ANXA7_MACFA^Q:18-81,H:176-239^56.25%ID^E:4e-17^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca`ANXA7_MACFA^ANXA7_MACFA^Q:32-81,H:262-311^42%ID^E:9e-07^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca`ANXA7_HUMAN^ANXA7_HUMAN^Q:32-81,H:262-311^40%ID^E:2e-06^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ANXA7_BOVIN^ANXA7_BOVIN^Q:32-81,H:237-286^40%ID^E:6e-06^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"."	"Mcavernosa34760"	"1-2119[+]"	"ANXA7_BOVIN^ANXA7_BOVIN^Q:18-81,H:151-214^57.81%ID^E:8e-18^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos`ANXA7_HUMAN^ANXA7_HUMAN^Q:18-81,H:176-239^56.25%ID^E:3e-17^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ANXA7_MACFA^ANXA7_MACFA^Q:18-81,H:176-239^56.25%ID^E:4e-17^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca`ANXA7_MACFA^ANXA7_MACFA^Q:32-81,H:262-311^42%ID^E:9e-07^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca`ANXA7_HUMAN^ANXA7_HUMAN^Q:32-81,H:262-311^40%ID^E:2e-06^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`ANXA7_BOVIN^ANXA7_BOVIN^Q:32-81,H:237-286^40%ID^E:6e-06^RecName: Full=Annexin A7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"PF00191.19^Annexin^Annexin^32-81^E:1.9e-16"	"."	"."	"ENOG410XPUN^annexin A7"	"KEGG:bta:533360`KO:K17095"	"GO:0042584^cellular_component^chromaffin granule membrane`GO:0005829^cellular_component^cytosol`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0005635^cellular_component^nuclear envelope`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0005544^molecular_function^calcium-dependent phospholipid binding`GO:0048306^molecular_function^calcium-dependent protein binding`GO:0042802^molecular_function^identical protein binding`GO:0005178^molecular_function^integrin binding`GO:0006914^biological_process^autophagy`GO:0008283^biological_process^cell proliferation`GO:0006874^biological_process^cellular calcium ion homeostasis`GO:0009992^biological_process^cellular water homeostasis`GO:0030855^biological_process^epithelial cell differentiation`GO:0007599^biological_process^hemostasis`GO:0010629^biological_process^negative regulation of gene expression`GO:0008360^biological_process^regulation of cell shape`GO:0009651^biological_process^response to salt stress`GO:0035176^biological_process^social behavior"	"GO:0005509^molecular_function^calcium ion binding`GO:0005544^molecular_function^calcium-dependent phospholipid binding"	"."	"."	"xfSc0000362"	7410	31339
"Mcavernosa00806"	2.71021790932785e-05	"Mcavernosa00806"	"GRTP1_XENTR^GRTP1_XENTR^Q:8-312,H:15-342^43.29%ID^E:4e-97^RecName: Full=Growth hormone-regulated TBC protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`GRTP1_XENLA^GRTP1_XENLA^Q:8-312,H:15-342^43.29%ID^E:2e-96^RecName: Full=Growth hormone-regulated TBC protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`GRTP1_MOUSE^GRTP1_MOUSE^Q:8-311,H:17-359^45.11%ID^E:1e-95^RecName: Full=Growth hormone-regulated TBC protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"."	"Mcavernosa00806"	"1-2045[+]"	"GRTP1_XENTR^GRTP1_XENTR^Q:8-312,H:15-342^43.29%ID^E:4e-97^RecName: Full=Growth hormone-regulated TBC protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana`GRTP1_XENLA^GRTP1_XENLA^Q:8-312,H:15-342^43.29%ID^E:2e-96^RecName: Full=Growth hormone-regulated TBC protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`GRTP1_MOUSE^GRTP1_MOUSE^Q:8-311,H:17-359^45.11%ID^E:1e-95^RecName: Full=Growth hormone-regulated TBC protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus"	"PF00566.17^RabGAP-TBC^Rab-GTPase-TBC domain^69-219^E:2e-33"	"."	"."	"COG5210^TBC1 domain family member"	"KEGG:xtr:448089`KO:K19953"	"GO:0012505^cellular_component^endomembrane system`GO:0005622^cellular_component^intracellular`GO:0005096^molecular_function^GTPase activator activity`GO:0017137^molecular_function^Rab GTPase binding`GO:0090630^biological_process^activation of GTPase activity`GO:0006886^biological_process^intracellular protein transport`GO:0031338^biological_process^regulation of vesicle fusion"	"."	"."	"."	"Sc0000013"	479558	489176
"Mcavernosa11488"	2.71021790932785e-05	"Mcavernosa11488"	"MCMBP_DANRE^MCMBP_DANRE^Q:21-633,H:1-619^45.37%ID^E:0^RecName: Full=Mini-chromosome maintenance complex-binding protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`MCMBP_HUMAN^MCMBP_HUMAN^Q:21-634,H:1-631^44.98%ID^E:0^RecName: Full=Mini-chromosome maintenance complex-binding protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`MCMBP_BOVIN^MCMBP_BOVIN^Q:21-634,H:1-631^45.47%ID^E:0^RecName: Full=Mini-chromosome maintenance complex-binding protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"."	"Mcavernosa11488"	"1-1982[+]"	"MCMBP_DANRE^MCMBP_DANRE^Q:21-633,H:1-619^45.37%ID^E:0^RecName: Full=Mini-chromosome maintenance complex-binding protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio`MCMBP_HUMAN^MCMBP_HUMAN^Q:21-634,H:1-631^44.98%ID^E:0^RecName: Full=Mini-chromosome maintenance complex-binding protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`MCMBP_BOVIN^MCMBP_BOVIN^Q:21-634,H:1-631^45.47%ID^E:0^RecName: Full=Mini-chromosome maintenance complex-binding protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"PF09739.8^MCM_bind^Mini-chromosome maintenance replisome factor^54-634^E:4e-199"	"."	"."	"ENOG410XNU0^Minichromosome maintenance complex binding protein"	"KEGG:dre:321119"	"GO:0042555^cellular_component^MCM complex`GO:0000790^cellular_component^nuclear chromatin`GO:0005634^cellular_component^nucleus`GO:0003682^molecular_function^chromatin binding`GO:0051301^biological_process^cell division`GO:0006261^biological_process^DNA-dependent DNA replication`GO:0007062^biological_process^sister chromatid cohesion"	"."	"."	"."	"Sc0000245"	186737	189526
"Mcavernosa17598"	2.88168222078772e-05	"Mcavernosa17598"	"."	"."	"Mcavernosa17598"	"1-1045[+]"	"."	"."	"sigP:1^18^0.942^YES"	"."	"."	"."	"."	"."	"."	"."	"xpSc0004704"	117016	119336
"Mcavernosa34053"	2.88168222078772e-05	"Mcavernosa34053"	"."	"."	"Mcavernosa34053"	"1-507[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xpSc0005061"	2704	3581
"Mcavernosa29916"	4.72133875439886e-05	"Mcavernosa29916"	"CAAP1_MOUSE^CAAP1_MOUSE^Q:63-137,H:110-184^41.33%ID^E:5e-12^RecName: Full=Caspase activity and apoptosis inhibitor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`CAAP1_HUMAN^CAAP1_HUMAN^Q:65-139,H:132-206^41.33%ID^E:3e-11^RecName: Full=Caspase activity and apoptosis inhibitor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`CAAP1_BOVIN^CAAP1_BOVIN^Q:65-250,H:133-355^26.03%ID^E:5e-11^RecName: Full=Caspase activity and apoptosis inhibitor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"."	"Mcavernosa29916"	"1-1235[+]"	"CAAP1_MOUSE^CAAP1_MOUSE^Q:63-137,H:110-184^41.33%ID^E:5e-12^RecName: Full=Caspase activity and apoptosis inhibitor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`CAAP1_HUMAN^CAAP1_HUMAN^Q:65-139,H:132-206^41.33%ID^E:3e-11^RecName: Full=Caspase activity and apoptosis inhibitor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`CAAP1_BOVIN^CAAP1_BOVIN^Q:65-250,H:133-355^26.03%ID^E:5e-11^RecName: Full=Caspase activity and apoptosis inhibitor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"PF15335.5^CAAP1^Caspase activity and apoptosis inhibitor 1^66-128^E:8.7e-19"	"."	"."	"ENOG4111MJZ^caspase activity and apoptosis inhibitor 1"	"KEGG:mmu:67770"	"GO:0006915^biological_process^apoptotic process`GO:0042981^biological_process^regulation of apoptotic process"	"GO:0042981^biological_process^regulation of apoptotic process"	"."	"."	"xfSc0000073"	22876	29220
"Mcavernosa30210"	5.12661961680082e-05	"Mcavernosa30210"	"NSUN5_HUMAN^NSUN5_HUMAN^Q:18-209,H:17-251^37.82%ID^E:8e-36^RecName: Full=Probable 28S rRNA (cytosine-C(5))-methyltransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`NSUN5_MOUSE^NSUN5_MOUSE^Q:18-209,H:17-251^37.82%ID^E:3e-33^RecName: Full=Probable 28S rRNA (cytosine-C(5))-methyltransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`RCM1_SCHPO^RCM1_SCHPO^Q:4-204,H:3-235^27.35%ID^E:7e-15^RecName: Full=25S rRNA (cytosine-C(5))-methyltransferase rcm1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces"	"."	"Mcavernosa30210"	"1-627[+]"	"NSUN5_HUMAN^NSUN5_HUMAN^Q:18-209,H:17-251^37.82%ID^E:8e-36^RecName: Full=Probable 28S rRNA (cytosine-C(5))-methyltransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`NSUN5_MOUSE^NSUN5_MOUSE^Q:18-209,H:17-251^37.82%ID^E:3e-33^RecName: Full=Probable 28S rRNA (cytosine-C(5))-methyltransferase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`RCM1_SCHPO^RCM1_SCHPO^Q:4-204,H:3-235^27.35%ID^E:7e-15^RecName: Full=25S rRNA (cytosine-C(5))-methyltransferase rcm1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces"	"."	"."	"."	"COG0144^nOP2 Sun"	"KEGG:hsa:55695`KO:K15264"	"GO:0005730^cellular_component^nucleolus`GO:0005634^cellular_component^nucleus`GO:0003723^molecular_function^RNA binding`GO:0008173^molecular_function^RNA methyltransferase activity`GO:0008757^molecular_function^S-adenosylmethionine-dependent methyltransferase activity`GO:0070475^biological_process^rRNA base methylation"	"."	"."	"."	"Sc0001088"	580	7910
"Mcavernosa32092"	6.1753088237924e-05	"Mcavernosa32092"	"."	"."	"Mcavernosa32092"	"1-1110[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000280"	35429	38773
"Mcavernosa23102"	6.23487015237862e-05	"Mcavernosa23102"	"SCAR5_DANRE^SCAR5_DANRE^Q:12-191,H:173-371^26.5%ID^E:6e-10^RecName: Full=Scavenger receptor class A member 5 {ECO:0000255|HAMAP-Rule:MF_03070};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio"	"."	"Mcavernosa23102"	"1-867[+]"	"SCAR5_DANRE^SCAR5_DANRE^Q:12-191,H:173-371^26.5%ID^E:6e-10^RecName: Full=Scavenger receptor class A member 5 {ECO:0000255|HAMAP-Rule:MF_03070};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio"	"PF01391.17^Collagen^Collagen triple helix repeat (20 copies)^140-191^E:2.2e-07"	"."	"."	"ENOG4111F18^Scavenger receptor class A, member 5"	"KEGG:dre:564500"	"GO:0005887^cellular_component^integral component of plasma membrane`GO:0070287^molecular_function^ferritin receptor activity`GO:0005044^molecular_function^scavenger receptor activity`GO:0006879^biological_process^cellular iron ion homeostasis`GO:0006897^biological_process^endocytosis`GO:0034755^biological_process^iron ion transmembrane transport`GO:0070207^biological_process^protein homotrimerization"	"."	"."	"."	"Sc0000711"	68310	76375
"Mcavernosa03456"	6.31282361363218e-05	"Mcavernosa03456"	"KYNU_NEMVE^KYNU_NEMVE^Q:15-420,H:1-461^53.81%ID^E:3e-162^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella`KYNU_MOUSE^KYNU_MOUSE^Q:19-413,H:9-454^44.9%ID^E:3e-132^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KYNU_RAT^KYNU_RAT^Q:19-421,H:9-462^44.14%ID^E:3e-131^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"Mcavernosa03456"	"1-1377[+]"	"KYNU_NEMVE^KYNU_NEMVE^Q:15-420,H:1-461^53.81%ID^E:3e-162^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella`KYNU_MOUSE^KYNU_MOUSE^Q:19-413,H:9-454^44.9%ID^E:3e-132^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`KYNU_RAT^KYNU_RAT^Q:19-421,H:9-462^44.14%ID^E:3e-131^RecName: Full=Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus"	"."	"."	"."	"COG3844^Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively (By similarity)"	"KEGG:nve:NEMVE_v1g235255`KO:K01556"	"GO:0005737^cellular_component^cytoplasm`GO:0030429^molecular_function^kynureninase activity`GO:0030170^molecular_function^pyridoxal phosphate binding`GO:0043420^biological_process^anthranilate metabolic process`GO:0097053^biological_process^L-kynurenine catabolic process`GO:0009435^biological_process^NAD biosynthetic process`GO:0019441^biological_process^tryptophan catabolic process to kynurenine"	"."	"."	"."	"Sc0000026"	254636	278589
